P,PET,log10E
1.6323168049792534,0.7604370124481327,-4.13397079416153
1.9664822366835384,1.6186036731742588,-4.926018342753022
1.4782534246575343,0.7052169863013699,-4.1412962312074075
0.9582321964529332,0.8885752796725785,-4.524170634603273
0.2553497706422018,1.472273669724771,-4.0517419341236645
2.5953552267929263,1.386450658198877,-3.453135177312771
1.338505388272583,0.6857935340729001,-3.659597422279827
0.9338150943396226,0.7818396226415093,-4.111597177229062
0.6640948717948718,1.038515323076923,-5.017936554595249
0.4643182294994872,1.049184487983412,-4.075735300581975
1.0401837889290249,0.8036287942985455,-4.277480019145596
0.983323076923077,0.8638578461538462,-4.400127554072715
4.125175983648441,1.3061511292795094,-3.8610660597430764
1.8384626090404441,1.09903793814433,-4.7650611122585875
0.8474126530612245,0.7922311836734693,-4.0915335385232146
0.7157554188034189,1.403723323076923,-5.344453556212839
0.8979530704589529,1.430053186813187,-5.113932557972566
0.2318878323335556,1.308712090646523,-4.842064216735764
2.831736922214378,1.2701656505668841,-4.002351995941408
0.6905503862660944,1.3912674334763953,-5.344449976642345
0.6369492641906097,0.958092235459005,-4.104410884958763
0.5855678519901553,1.2471475956887041,-4.51512828204844
1.2038927395617574,0.9057468439986921,-4.509604116911528
1.9273117647058824,1.108283294117647,-3.8610660597430764
1.019381142857143,1.2789846857142857,-3.31189556888511
2.461412218143681,1.2304666596748821,-3.8505140271152634
1.0406547232625885,0.9396402996254682,-4.603451962012868
0.3749709337349398,1.1461006626506023,-4.868488265229626
1.0043637010676156,0.9108384341637012,-3.9522944854527258
1.227602229299363,1.5710212738853502,-4.988437788700916
2.0674625,0.6577932857142857,-2.96151521708832
2.2551976744186044,0.7062932346723044,-3.219174630372105
1.4025451871657755,0.7711957219251337,-4.271840102287546
1.1813496815286624,0.7500703184713376,-4.113495763957655
1.5318473571809932,1.0186051041110518,-4.2937680913066965
1.4051217313432836,0.7539797731343283,-4.189015066544327
0.909149482690012,0.9497482371667331,-3.809292522864951
0.32896927503796664,1.786540260570698,-5.383209187081055
0.7415289514866981,1.1930241784037556,-4.54325206422422
1.2103526610644257,1.0744235294117648,-5.00298454956899
1.1954640346043641,1.208015858496804,-5.386219261500776
0.4500022109679127,1.4173570671605122,-5.344449976642345
0.7007266666666667,1.1151493333333333,-5.023534377013453
0.5254208,1.25748992,-5.544063747596094
1.0987475931958017,1.130299847991314,-3.7015114957091924
0.8860224770642203,1.0509121100917433,-4.670789609453918
0.8642123073713854,1.352489955411854,-5.267888997035316
1.58223125,0.885915,-4.402212065693815
0.40613313,1.110862932,-4.2974126315424455
2.341697916666667,1.125746666666667,-3.9377466104327556
0.6730009235140896,0.765441297655695,-4.610007476703367
2.005358073270014,0.739292971506106,-3.2204981082854762
0.7794296668375192,0.7462349154279857,-4.351294740695972
3.7176353471118184,1.3694343543543546,-4.583379124800095
0.7699408450704226,1.2939025352112676,-5.313978815067991
2.399238775510204,0.9875177142857144,-4.2410508351907765
1.5546377166607712,1.1543891864166962,-3.864295029873275
1.5095937142857145,0.6393785142857143,-3.24875169813603
1.600236931818182,0.8656806818181818,-3.946230310400691
0.6594800354400473,1.509507873597165,-4.738737131207507
1.7326645669291338,0.6750755905511812,-3.7513594442875298
1.1705164750957855,1.280594942528736,-5.164943898279883
0.8774298892988932,0.7862732103321034,-4.11134321307101
0.5129347921225385,1.2723216630196938,-4.714929767738231
0.7569603085844466,1.2108506492699596,-5.111555878791327
0.8075613821138212,1.08694,-5.138167002342055
1.020564525139665,0.851752625698324,-4.443001306799827
1.3568612590040714,0.6971659505167555,-2.880243046856938
0.8247243782117165,1.0412846454265159,-3.5716765505659995
0.9203270642201836,0.7488528440366973,-4.0901600241020635
1.281330725577625,0.8709617024726389,-4.31578320486112
0.7931226452156708,1.1335534890658792,-4.536292533698375
1.236960705182668,0.7191225318606627,-3.921649627129532
1.0662954041632877,1.1425561394971615,-3.820759710947115
1.3823738009770556,1.621672742100803,-5.338516282933591
1.0564749460509282,0.7143779456193354,-4.631596560017549
0.4958731578947369,1.2549454736842105,-5.1911141326401875
1.3278822407628132,1.8930241001191896,-4.653758097723871
0.9823692110137785,0.80876927595699,-3.789603813292729
1.6887889977513653,1.3141709797622874,-5.061501379580267
1.1266528464017187,1.2227071965628356,-4.572274258420458
0.8379657446808512,0.7459378723404254,-4.6100074787217435
1.1407025568583133,0.9444612233366296,-4.302635475146083
1.3098578833693304,0.9849755507559396,-5.138167002342056
3.1248879746835447,1.3286445569620255,-3.8610660597430764
1.2615089540864928,1.2324533815964946,-4.9415100867860655
1.0265679358717434,0.8981470941883768,-3.7755187346963672
1.1485110493058028,1.6744002447490212,-4.887881216865364
1.6438566265060244,0.7574110843373494,-4.329800473407016
0.8579429237947124,1.346190139968896,-4.281855114472992
0.3916188591385332,1.2004380209545984,-4.628916979240285
1.0995926153846156,1.131624,-4.6628736589877535
0.6547623820754717,1.4566294811320755,-5.420953423419275
0.6010384926405391,1.5936641517999646,-4.748970461476097
1.7969224797219006,0.8634691772885283,-3.010338937777129
1.8389769516728627,0.7798817843866173,-3.2236778970526436
1.2852582352941182,1.0658375294117644,-5.1496601454165205
2.9070349479166673,1.1867755,-3.8686989959608606
1.1722747150955115,1.033962723953898,-4.739528029423415
0.7731995926680245,1.0936352749490836,-4.157141237554707
