P,PET,log10E
0.9033315044247788,0.891194761061947,-3.9551206683484077
3.4278957865168542,1.3994740449438203,-4.017523266553737
1.2869724948168624,0.8762552591568764,-4.548619657011645
0.6346462572464197,0.5024488848483417,-3.0683759582701238
1.8389769516728627,0.7798817843866173,-3.2236778970526436
1.1308430083376244,0.7663357459489664,-3.6980916449284793
0.8392253981528617,0.7144602908879354,-4.365572369569885
1.10193468013468,0.8266775757575757,-4.492110231848303
1.3782959291628336,0.7010655841766329,-2.880243046856938
0.8563206158663884,0.829717828810021,-4.102922996790579
0.8863123287671233,0.7998345205479453,-4.3570081833119785
0.93101875,0.759741,-4.089802630033999
1.3813964184397165,0.9339817021276596,-3.818350046806508
1.774777397260274,1.5258230136986304,-4.66585747341612
1.5372425074626868,1.1992999164179106,-4.314014961306888
1.616394625929707,1.320731401487531,-5.020091646221618
1.8752436274509805,1.1942076470588237,-3.924570916746752
0.9881910360884748,0.7824469383003493,-4.090798218969417
1.3973405479452057,0.8976572054794522,-4.513427849481643
0.9637242036619014,0.7070886079759218,-4.54515514005426
1.1813496815286624,0.7500703184713376,-4.113495763957655
1.0564,0.7230427118644068,-4.154646647844491
1.0745578502631812,0.7664186735374494,-3.7088627140972656
1.049864691943128,0.8334762796208531,-4.579501973612496
1.3350266797129813,0.9366810176125244,-3.9206304312136155
2.6235589843750002,1.4694530357142859,-4.748581497740671
0.80914375,0.7174355000000001,-4.610007474908235
1.4315432412247948,0.6700616280806573,-3.1622222666615993
1.5940295439327432,0.7633099739602709,-2.936307478620744
0.8314701690821257,0.8076548985507248,-4.51499096881392
4.510656553398058,1.291009223300971,-3.8610660597430764
1.0314723880597017,0.6826437313432837,-4.12060029059587
1.758950427913101,1.0569430151415404,-4.9062285396912895
1.2639315977175463,0.924000427960057,-4.51734393659307
1.897741935483871,0.7631760703812318,-3.946230310400691
2.4241421568627453,0.7342211764705883,-3.400564915492863
1.7308513513513517,0.6407221621621623,-3.728154293978892
2.319966580310881,0.6892287046632125,-2.8655375447835105
1.4573045170001229,0.6998815662206949,-3.1012867161365896
1.1395632911392406,1.1311443037974682,-5.292017497297764
1.5908351445086708,1.331479075144509,-4.492323343793311
1.2041483069977428,1.1126814446952598,-4.084364531813141
2.2316418181818185,1.0815894545454545,-3.3512790402729205
1.1511387755102038,1.1369081632653064,-4.400890745368705
0.8765262103505844,0.8140227045075125,-4.540564429068815
1.4965242792109257,0.6964787253414263,-2.855625681828205
1.0857130287648056,0.8189060913705585,-4.58487178289389
1.518029356060606,0.9732720454545456,-4.905469256892809
3.369496415770609,0.9815006451612904,-4.150363526408857
1.6336969818913483,1.37336523138833,-4.925915310971757
1.5709933390755095,1.3956531955211027,-5.090639251695021
1.6921043859649123,0.7292263157894737,-4.145419527727816
1.0325848393682175,0.7763663375953583,-4.110411679357674
1.041380758952432,0.7328024158204168,-4.285445694937996
2.003303794093991,1.2707592650810067,-4.757923676079639
1.2425240740740742,0.8464400000000001,-4.399046684075653
1.1383506172839508,0.962331851851852,-3.674874473783069
1.3193184375,0.7088445288461538,-3.256379177611846
1.416426716383486,1.1802191527638963,-5.022105011114489
3.058000916882107,1.4247170691857274,-3.7579216406291036
2.0747023759099936,1.145911139642621,-4.132650382811208
1.1174570505423496,0.7090661250865451,-4.102146623231422
1.622823076923077,0.7472150226244344,-4.335281548292494
1.9412481698017285,1.1063699084900867,-3.992906864835172
1.2256252089136492,0.7959277437325906,-4.722161666997953
1.2628795119554537,0.6417246839174583,-3.6006836361008863
1.642860970721506,0.7092440118508191,-3.1225286586817167
2.539152955665025,1.0072746798029555,-4.233141188978583
1.6607926593259927,1.1606402002002003,-4.995248844408999
2.3427573623559543,0.7736972343149809,-3.3877377366602497
0.9809494949494948,0.8696375757575756,-4.0517419341236645
2.668621629145486,0.98673278140886,-4.15900855536189
1.36041594488189,1.2952058267716535,-4.444059562181489
1.5656753948271918,0.7643179191053854,-2.9797043296137335
2.0649307981220657,1.4481806948356808,-3.8505227827671034
1.1956120920502091,0.727197238493724,-4.56301109866848
2.2810378545006165,1.2244847348951913,-4.519405825593081
1.0043637010676156,0.9108384341637012,-3.9522944854527258
1.1529142857142858,0.7197456221198156,-4.54240015018098
2.835983988435751,1.2733137922125854,-3.9970925880807626
3.9190246030900378,1.5037921406499737,-3.498940006067569
1.6867470588235294,0.7433560784313726,-3.0837896756397
2.2510273610180844,1.4012007769591428,-3.8907002864840634
1.1732218562874253,1.0434118562874253,-5.138137361829063
2.906831492767104,1.6173404846521475,-3.636716744401354
2.3744578947368424,0.7455509774436091,-3.3265708821681823
1.5522239583333337,1.38006875,-5.184422251675732
0.945786274509804,0.7940345098039217,-4.11134720130695
0.964758139534884,0.8604576744186048,-4.409644148345809
1.7013276658767773,1.368558127962085,-4.798876102792621
2.2937800228310503,1.2443456438356164,-3.7952198563855273
2.5398650919732444,1.1242544147157192,-4.132650382811208
1.5965003935458482,1.088554002361275,-4.844415124337705
3.572464329896908,1.4931612371134022,-4.369397522505615
2.019655836786165,0.7807391424968475,-3.3745945423916006
1.2012899280575542,0.6723205755395684,-4.62331335750752
1.2852582352941182,1.0658375294117644,-5.1496601454165205
1.3018481592039803,1.0237611542288556,-3.569844288029981
1.9250832352941176,1.0315504117647059,-3.7871820807866596
1.511865754361957,0.7865590283954841,-4.246942111061723
